id,country,year,country_code,wb_income_group,wb_income_group_code,tb_incidence,tbincidence_hiv,num_incid_tb_cases,num_incid_tb_hiv_cases,case_det_rate,new_relapses_tb_cases,rate_deaths_hiv_neg_tb_cases,num_prev_tb_cases,num_deaths_tb_cases_exc_hiv,prev_tb_cases,new_extra_tb_cases,new_pulm_smear_neg_tb_cases,new_pulm_smear_pos_tb_cases,lab_DST_5million_pop,lab_culture_diagnosis_5million_pop,lab_smear_diagnosis_100k_pop,lab_second_DST_available,nat_ref_lab,GDP_constant_2000,GDP_constant_LCU,GDP_current_LCU,GDP_current_US,GDP_deflator,GDP_growth,GDP_per_capita_constant_2000,GDP_per_capita_constant_LCU,GDP_per_capita_current_LCU,GDP_per_capita_current_US,GDP_per_capita_growth,GDP_per_capita_PPP_constant_2005_international,GDP_per_capita_PPP_current_international,GDP_per_person_employed,GDP_PPP_constant_2005_international,GDP_PPP_current_2005_international,GNI_constant_2000_US,GNI_constant_LCU,GNI_current_LCU,GNI_current,GNI_growth,GNI_percapita_constant_2000_US,GNI_percapita_constant_LCU,GNI_percapita_current_LCU,GNI_percapita_growth,GNI_percapita_Atlas_method,GNI_percapita_PPP_constant_2005_international,GNI_percapita_PPP_current_international,GNI_Atlas_method_current,GNI_PPP_constant_2005_international,GNI_PPP_current_international,Health_expenditure_percapita_current,Health_expenditure_percapita_PPP_constant_2005_international,Health_expenditure_private_GDP,Health_expenditure_public_GDP,Health_expenditure_public_government_expenditure,Health_expenditure_total_health_expenditure,Health_expenditure_total,Urban_population,Urban_population_growth,Inflation_GDP_deflator,Population_in_urban_agglomerations,Poblacion_total_prision,tasa_encarcelamiento_100k,p_prision_preventiva,p_mujeres,p_menores_edad,p_extranjeros,n_prisiones,capacidad_sistema_penitenciario,p_nivel_ocupacion_SP,recorded_adult_percapita_consumption_in_litres_of_pure_alcohol,prevalecia_diabetes,prevalencia_consumo_tabaco,poblacion_total,e_inc_tb_inc_hiv_100k, e_inc_tb_inc_hiv_num,e_inc_tbhivpos_100k,e_inc_tbhivpos_num,e_inc_tb_inc_nohiv_100k, e_inc_tb_inc_nohiv_num,tb_notificados_all_form_num,nuevos_notificados_tasa_k,tb_pulm_not,tb_not_antestratado,p_deteccion,p_sp_among_new_pulm,c_new_sp_tsr,p_muertes_nuevos,p_fracaso_nuevos,p_abandono_nuevos,c_ret_tsr,p_muerte_antes_tratados,p_fracaso_antes_tratados,p_abandono_antes_tratados,e_mort_exc_tbhiv_100k,e_tbhiv_prct,hiv_reg_new,hiv_reg,hiv_tbscr,hivtest,hivtest_pos,p_pacientes_conocen_hiv_status,p_positividad,hiv_art_num,p_hiv_art,hiv_ipt_num,hiv_cpt_num,p_hiv_cpt,p_e_new_mdr_pcnt,e_new_mdr_num,p_e_ret_mdr_pcnt,e_ret_mdr_num,e_mdr_new_and_ret,num_Bact_VE_tested_MDR_TB,total_casos_confirmados_mdr,p_mdr_del_total_casos_notificados,vih_prevalence,y_educacion_prom,emision_PP_CO2_ton,IDH,p_menores_5a_bajo_peso,p_emigrantes,p_inmigrantes,t_neta_migracion,crec_anual_PBI_p,disponibilidad_calorias_kcal_dia_habitante,esperanza_vida_nacer_anos,gasto_nacional_salud_proporcion_PBI,incidencia_tuberculosis_por_100000_hab,Incidencia_tuberculosis_baciloscopia_positiva_100000_hab,INB_per_capita_internacionales_PPA_US,Poblacion_Miles,prevalencia_deficit_nutricional_ninos_menores_5anos_p,prevalencia_sobrepeso_poblacion_adulta_p_20_74_anos,Prevalencia_uso_tabaco_adolescentes_p_13_15anos,Proporcion_poblacion_usa_fuentes_mejoradas_agua_potable,proporcion_poblacion_utiliza_instalaciones_mejoradas_saneamiento,p_poblacion_menores_1ano_inmunizada_tuberculosis,proporcion_poblacion_urbana,razon_cruda_escolaridad_primaria,razon_medicos_10000_hab,tasa_alfabetizacion,tasa_crecimiento_anual_poblacion,tasa_incidencia_pobreza_sobre_base_1_25_dia_PPA,tasa_incidencia_pobreza_linea_pobreza_nacional,tasa_incidencia_SIDA_por_100000_hab,tasa_estimada_mortalidad_diabetes_mellitus_100000_hab,tasa_estimada_mortalidad_neoplasias_malignas_pulmon_traquea_bronquios_por_100000hab,tasa_estimada_mortalidad_tuberculosis_por_100000hab,prop_desem_fuerza_trabajo,ret_taf,ret_tad,ret_oth,tot_newrel,total_casos_tb,e_inc_num,captacion
97,Costa Rica,2001,CRI,Upper middle income,WB_UMI,33,2.5,1300,100,48,630,1.9,2200,78,55,102,385,25,NA,NA,NA,NA,Yes,1.61E+10,1.44E+12,5.39E+12,1.64E+10,375,1.08,4030,359000,1350000,4100,-1.04,8050,7310,15500,3.22E+10,2.92E+10,1.54E+10,1.38E+12,5.17E+12,1.57E+10,5.1,3860,344000,1290000,2.9,3870,7700,7000,1.55E+10,3.08E+10,2.80E+10,292,520,1.76,5.35,21.3,75.2,7.11,59.6,3.01,8.6,26.7,7649,191,,,,,,,,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,,,,,,,,1.1,2884,78,,15.7,9.6,7000,4003,,,,95,95,87,59.5,90.5,,,2,6,22.9,3.9,13.8,5.5,1.6,6.1,2,67,69,630,768,1300,0.590769231
98,Costa Rica,2002,CRI,Upper middle income,WB_UMI,30,2.5,1200,100,44,543,1.8,2000,73,50,95,328,12,NA,NA,NA,NA,NA,1.66E+10,1.48E+12,6.06E+12,1.68E+10,409,2.9,4060,363000,1480000,4130,0.88,8120,7490,15600,3.32E+10,3.06E+10,1.60E+10,1.43E+12,5.84E+12,1.62E+10,3.52,3920,350000,1430000,1.49,3910,7810,7220,1.60E+10,3.19E+10,2.95E+10,332,603,1.94,6.09,23.7,75.8,8.03,60.1,2.88,9.18,27.1,,182,,,,,,,,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,,,,,,,,2.9,2836,78,,13.3,8,7220,4083,,,18.7,95,95,91,60.1,93.3,,,1.9,6,23.5,2.9,12,5.1,1.5,6.4,,,0,543,543,1200,0.4525
99,Costa Rica,2003,CRI,Upper middle income,WB_UMI,28,1.3,1100,52,46,527,1.6,2000,69,47,94,346,4,NA,NA,NA,NA,NA,1.76E+10,1.58E+12,6.98E+12,1.75E+10,443,6.4,4240,379000,1680000,4210,4.43,8480,7990,16100,3.53E+10,3.32E+10,1.69E+10,1.51E+12,6.70E+12,1.68E+10,5.98,4070,364000,1610000,4.02,4180,8130,7660,1.74E+10,3.38E+10,3.19E+10,343,651,2,6.09,24.3,75.3,8.09,60.6,2.76,8.29,27.6,8526,229,,,,,,,,4.04,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,,,,,,,,6.4,2786,78,,12.7,8.3,7660,4160,,,,95,95,87,60.6,93.7,,,1.8,5.8,21.4,5,19.5,5.6,1.2,6.7,5,52,,527,584,1100,0.530909091
100,Costa Rica,2004,CRI,Upper middle income,WB_UMI,25,2.3,1100,99,66,712,1.5,1800,64,41,118,419,83,NA,NA,NA,NA,NA,1.84E+10,1.64E+12,8.14E+12,1.86E+10,496,4.26,4340,388000,1920000,4390,2.41,8690,8410,16600,3.68E+10,3.56E+10,1.77E+10,1.58E+12,7.80E+12,1.78E+10,4.2,4170,372000,1840000,2.36,4440,8320,8060,1.88E+10,3.52E+10,3.41E+10,346,663,2.15,5.65,23.6,72.5,7.8,61.2,2.67,11.8,28.1,8890,206,,,,,,,,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2,,,,,,,,4.3,2794,79,,16.8,9.9,8060,4236,,,,96,95,90,61.2,94.9,,,1.8,5.3,23.9,6.3,18.8,5.5,1.2,6.5,3,24,0,712,739,1100,0.671818182
101,Costa Rica,2005,CRI,Upper middle income,WB_UMI,23,3.1,1000,130,53,534,1.4,1500,60,36,104,330,NA,1.2,30.2,2.4,NA,NA,1.95E+10,1.74E+12,9.54E+12,2.00E+10,549,5.89,4520,404000,2210000,4630,4.07,9040,9040,16500,3.90E+10,3.90E+10,1.88E+10,1.67E+12,9.17E+12,1.92E+10,6.25,4350,389000,2130000,4.43,4680,8690,8690,2.02E+10,3.74E+10,3.74E+10,364,710,2.27,5.47,21.3,70.6,7.74,61.7,2.6,10.6,28.6,7619,177,,,,,,,,4.14,,,4000000,23,1000,3.1,13,19.9,987,534,12.88,515,19,53.4,80,89,5,2,3,67,4,2,24,1.4,,,,,374,50,67,13,42,84,,0,,,,,,,,,0,0.3,7.9,1.6,0.732,,,,4.1,5.9,2805,79,,12.4,7.7,8690,4309,,,,96,95,88,61.7,94.2,20,,1.7,3.9,23.8,5.6,15.4,5.5,1.2,6.6,5,21,,534,560,1000,0.56
102,Costa Rica,2006,CRI,Upper middle income,WB_UMI,21,2.3,930,100,52,488,1.3,1400,55,33,95,285,19,1.1,30.8,2.2,NA,Yes,2.12E+10,1.89E+12,1.15E+13,2.25E+10,609,8.78,4840,432000,2630000,5140,6.98,9670,9980,17400,4.24E+10,4.38E+10,2.06E+10,1.84E+12,1.11E+13,2.18E+10,9.58,4690,419000,2540000,7.77,5060,9360,9660,2.22E+10,4.10E+10,4.23E+10,410,796,2.43,5.4,22.1,69,7.82,62.2,2.47,11,29.1,1359,181,,,,,,,,4.19,,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.3,8,1.7,0.738,,,,,8.8,2903,79,,11.1,6.5,9660,4382,,,,96,95,87,62.2,90.5,18,,1.6,4,22.8,4.2,13.7,4.5,1.1,6,3,21,,488,512,930,0.550537634
103,Costa Rica,2007,CRI,Upper middle income,WB_UMI,19,1.7,860,74,64,550,1.1,1300,51,30,91,322,102,1.1,30.3,2.2,"Yes, using laboratories within and outside the country",Yes,2.29E+10,2.04E+12,1.36E+13,2.63E+10,666,7.94,5140,459000,3050000,5910,6.22,10300,10900,17900,4.57E+10,4.86E+10,2.23E+10,1.99E+12,1.32E+13,2.56E+10,8.37,5000,447000,2970000,6.65,5560,9990,10600,2.47E+10,4.45E+10,4.72E+10,524,968,2.74,5.63,24.6,67.3,8.37,62.7,2.4,9.38,29.7,8924,198,,,,,,,,4.25,9.3,,,,,,,,,,,,,,,88,3,2,4,68,9,3,21,,,,,,,,,,,,,,,,,,,,,,0,0.3,8.1,1.8,0.744,,,,,7.9,2891,79,,12.4,7.2,10600,4453,,,,96,95,91,62.7,92.4,17,,1.6,2.2,19,4,13.2,5.1,0.7,4.6,1,14,0,550,565,860,0.656976744
104,Costa Rica,2008,CRI,Upper middle income,WB_UMI,17,1.6,790,71,64,501,1,1200,47,26,107,287,0,1.1,29.9,2.2,"Yes, using laboratories in another country",Yes,2.35E+10,2.10E+12,1.57E+13,2.98E+10,749,2.73,5200,464000,3470000,6600,1.15,10400,11300,18100,4.70E+10,5.10E+10,2.30E+10,2.05E+12,1.53E+13,2.91E+10,3.03,5080,453000,3380000,1.45,6070,10100,11000,2.75E+10,4.58E+10,4.97E+10,615,1050,3.06,6.26,26.1,67.2,9.32,63.2,2.34,12.4,30.2,,241,,,,,,,,4.45,,,500000,15,660,1.3,60,13.7,600,501,97.4,487,14,75.91,95,89,5,1,2,84,3,,6,1.2,,,,,491,44,96,9,0,,,0,,,,,,,,,0,0.3,,,,,,,,2.7,2876,79,,11.1,6.3,11000,4522,,,14.6,97,95,86,63.2,93.7,18,,1.5,2.4,20.7,4.5,14.9,4.6,1,4.9,2,8,,501,511,790,0.646835443
105,Costa Rica,2009,CRI,Upper middle income,WB_UMI,16,1.7,720,77,62,443,0.93,1000,43,22,89,271,NA,NA,NA,NA,"Yes, within the country",Yes,2.33E+10,2.08E+12,1.68E+13,2.94E+10,811,-1.02,5070,452000,3670000,6400,-2.5,10100,11100,17700,4.65E+10,5.12E+10,2.26E+10,2.02E+12,1.63E+13,2.85E+10,-1.56,4920,439000,3560000,-3.04,6200,9820,10800,2.85E+10,4.51E+10,4.96E+10,660,1150,3.3,7.02,30.6,68.1,10.3,63.7,2.29,8.38,30.8,,251,,,,,,,,4.35,,,4726575,16,720,1.7,77,14.3,643,443,9.01,426,17,61.53,80,49,5,1,1,0,50,0,0,0.93,,,,,476,41,104,9,0,,,0,,,,,,,,,0,0.3,8.3,,0.747,,,,,-1,2886,79,,9.6,5.9,10780,4591,5.6,,,97,93,81,63.7,96.3,19,,1.5,3.1,21.7,3.3,15.2,5,0.8,7.8,4,10,,443,457,720,0.634722222
106,Costa Rica,2010,CRI,Upper middle income,WB_UMI,14,1.5,650,71,75,490,0.83,860,39,19,108,267,72,NA,NA,NA,NA,NA,2.43E+10,2.17E+12,1.90E+13,3.62E+10,876,4.68,5230,467000,4090000,7770,3.15,10500,11600,18100,4.87E+10,5.39E+10,2.37E+10,2.12E+12,1.85E+13,3.52E+10,4.97,5090,455000,3980000,3.43,6860,10200,11300,3.20E+10,4.73E+10,5.25E+10,802,1200,3.21,7.11,29,68.9,10.3,64.2,2.25,8,31.5,12110,261,,,,,,,,,8.8,,4726575,14,650,1.5,71,12.5,579,490,9.84,465,25,75.38,75,87,7,2,2,80,11,0,9,0.83,,,,,494,54,99,11,,,,,,,,,,,203,3,0.61,0.3,8.4,,0.768,1.1,2.7,10.5,3.4,4.7,,79,,10.5,5.7,11290,4659,,,,97,94,77,64.2,96.3,,96.2,1.4,,24.2,3.8,16.5,6,0.9,8,4,3,0,490,497,650,0.764615385
107,Costa Rica,2011,CRI,Upper middle income,WB_UMI,12,1.2,580,55,88,514,0.74,730,35,15,85,285,93,1.1,21.2,2.3,"Yes, using laboratories in another country",Yes,2.54E+10,2.26E+12,2.07E+13,4.09E+10,913,4.19,5370,479000,4370000,8650,2.7,10700,12200,18500,5.07E+10,5.75E+10,2.48E+10,2.21E+12,2.02E+13,3.99E+10,4.47,5240,468000,4270000,2.97,7640,10500,11900,3.61E+10,4.94E+10,5.61E+10,943,1330,3.25,7.62,28,70.1,10.9,64.6,2.15,4.15,32,14963,314,22.4,7.1,2,14.2,33,8536,117,,8.82,16,4726575,12,580,1.2,55,10.8,525,514,11,498,16,88.62,69,88,,,,,,,,0.74,9.4,,,,498,47,95,9,0,0,,0,0,1.5,6.3,4.8,1.2,7.5,32,0,0,0.3,8.4,,0.77,,,,,4.2,,79,4.7,,,11950,4727,,,,97,94,78,64.7,,,,1.4,,,3,14.4,6.1,1.1,6,0,10,0,514,524,580,0.903448276
108,Costa Rica,2012,CRI,Upper middle income,WB_UMI,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Cuba,1995,CUB,Upper middle income,WB_UMI,19,0.12,2000,13,76,1553,0.81,3200,88,30,199,834,32,NA,NA,NA,NA,NA,2.45E+10,2.67E+10,2.38E+10,3.04E+10,89.2,2.46,2250,2450,2190,2790,1.96,NA,NA,NA,NA,NA,2.39E+10,2.61E+10,2.33E+10,2.98E+10,1.78,2190,2400,2140,1.28,2550,NA,NA,2.78E+10,NA,NA,112,117,0.503,4.65,8.02,90.2,5.15,74.3,0.733,10.5,19.7,,113,,,,,,,,3.22,,,11253665,19,2000,0.1,13,18.9,1987,1607,13.8,1553,54,80.35,62,90,4,3,2,82,7,5,5,0.81,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,,,,,2.5,,75,,14.2,7.7,,10901,,,,86,83,99,74.3,96.3,52,,0.5,,,1.1,,,,8.3,,,,1553,1553,2000,0.7765
110,Cuba,1996,CUB,Upper middle income,WB_UMI,18,0.13,1900,14,76,1465,0.78,2900,85,26,198,835,NA,NA,NA,NA,NA,NA,2.64E+10,2.88E+10,2.50E+10,2.50E+10,86.8,7.84,2410,2630,2280,2280,7.36,NA,NA,NA,NA,NA,2.59E+10,2.82E+10,2.45E+10,2.45E+10,8.1,2360,2580,2240,7.62,2710,NA,NA,2.96E+10,NA,NA,119,124,0.5,4.76,9.29,90.5,5.26,74.5,0.799,-2.67,19.7,,123,,,,,,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,,,,,7.8,,76,,13.4,7.6,,10949,,35,,87,83,99,74.6,95.9,55,,0.4,,,0.9,,,,7.6,22,17,39,1465,1543,1900,0.812105263
111,Cuba,1997,CUB,Upper middle income,WB_UMI,16,0.13,1800,14,75,1346,0.71,2600,78,23,170,765,NA,NA,NA,NA,NA,NA,2.71E+10,2.96E+10,2.54E+10,2.54E+10,85.6,2.79,2470,2700,2310,2310,2.38,NA,NA,NA,NA,NA,2.66E+10,2.91E+10,2.49E+10,2.49E+10,2.87,2420,2640,2260,2.46,2500,NA,NA,2.75E+10,NA,NA,126,133,0.512,4.99,9.99,90.7,5.5,74.8,0.747,-1.35,19.7,33000,297,,,,,,,,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,,,,,2.8,,76,,12.2,7,,10992,,,,87,84,99,74.8,,57,,0.4,,,1.2,,,,7.1,16,15,31,1346,1408,1800,0.782222222
112,Cuba,1998,CUB,Upper middle income,WB_UMI,15,0.13,1700,15,74,1234,0.64,2300,71,21,172,746,NA,NA,NA,NA,NA,NA,2.72E+10,2.97E+10,2.57E+10,2.57E+10,86.7,0.156,2460,2690,2330,2330,-0.2,NA,NA,NA,NA,NA,2.67E+10,2.92E+10,2.53E+10,2.53E+10,0.353,2420,2640,2290,-0.00267,2240,NA,NA,2.47E+10,NA,NA,134,136,0.544,5.23,10.3,90.6,5.77,75.1,0.709,1.3,19.7,,142,,,,,,,,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,,,,,0.2,,76,,11.2,6.8,,11031,,36.2,,88,85,99,75.1,,,,0.4,,,1.4,,,,6.2,8,7,15,1234,1264,1700,0.743529412
113,Cuba,1999,CUB,Upper middle income,WB_UMI,14,0.14,1500,15,73,1135,0.55,2200,61,19,153,720,NA,NA,NA,NA,NA,NA,2.89E+10,3.15E+10,2.84E+10,2.84E+10,90,6.19,2610,2850,2560,2560,5.84,NA,NA,NA,NA,NA,2.83E+10,3.09E+10,2.79E+10,2.79E+10,6.12,2560,2800,2520,5.76,2400,NA,NA,2.66E+10,NA,NA,153,144,0.529,5.47,11.1,91.2,6,75.3,0.686,3.79,19.7,,152,,,,,,,,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,,,,,6.2,,76,,10.3,6.5,,11068,,,,88,86,99,75.3,94.3,58,,0.3,,,1.6,,,,6.3,,2,2,1135,1139,1500,0.759333333
114,Cuba,2000,CUB,Upper middle income,WB_UMI,13,0.14,1400,16,83,1183,0.47,2100,52,19,201,675,0,NA,NA,NA,NA,NA,3.06E+10,3.34E+10,3.06E+10,3.06E+10,91.6,5.92,2750,3010,2750,2750,5.57,NA,NA,NA,NA,NA,2.99E+10,3.27E+10,2.99E+10,2.99E+10,5.72,2700,2950,2700,5.38,2620,NA,NA,2.91E+10,NA,NA,166,147,0.556,5.51,10.8,90.8,6.07,75.6,0.675,1.74,19.7,,162,,,,,,,,4.09,8.6,,11253665,13,1400,0.1,16,12.9,1384,1183,10.07,1133,50,84.5,72,93,4,1,1,85,10,3,2,0.47,,,,,,,,,,,,,,,,,,,,,0,0.1,9.6,2.3,0.69,,,,-2.8,5.9,3046,77,,10.7,6.1,,11104,,,19.2,90,86,99,75.6,96.1,59,,0.3,,,2.3,,,,5.4,5,56,61,1183,1305,1400,0.932142857
115,Cuba,2001,CUB,Upper middle income,WB_UMI,12,0.15,1300,16,70,926,0.42,1900,47,17,127,559,0,NA,NA,NA,NA,Yes,3.15E+10,3.44E+10,3.17E+10,3.17E+10,92,3.18,2830,3090,2840,2840,2.85,NA,NA,NA,NA,NA,3.10E+10,3.39E+10,3.12E+10,3.12E+10,3.64,2790,3040,2800,3.31,2760,NA,NA,3.08E+10,NA,NA,178,157,0.6,5.67,11.4,90.4,6.27,75.6,0.322,0.461,19.6,,172,,,,,,,,3.98,,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,,,,,3.2,3089,77,,8.3,5,,11140,,,,90,87,100,75.6,95.8,59,,0.3,,,3.5,14,33.6,0.3,4.1,5,54,59,926,1044,1300,0.803076923
116,Cuba,2002,CUB,Upper middle income,WB_UMI,11,0.15,1200,17,74,898,0.38,1700,43,16,107,540,120,NA,NA,NA,NA,NA,3.20E+10,3.49E+10,3.36E+10,3.36E+10,96.2,1.43,2860,3130,3010,3010,1.11,NA,NA,NA,NA,NA,3.14E+10,3.43E+10,3.30E+10,3.30E+10,1.19,2810,3070,2950,0.867,2830,NA,NA,3.16E+10,NA,NA,195,174,0.77,5.72,11.2,88.1,6.5,75.6,0.316,4.53,19.6,,182,,,,,,,,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,,,,,1.4,3173,77,,8,4.8,,11175,,42.5,,91,87,99,75.6,100.3,60,99.8,0.3,,,4,12.9,36.3,0.3,3.3,,,69,898,967,1200,0.805833333
117,Cuba,2003,CUB,Upper middle income,WB_UMI,10,NA,1100,NA,74,840,0.35,1700,39,15,101,507,82,NA,NA,NA,NA,NA,3.32E+10,3.63E+10,3.59E+10,3.59E+10,99,3.79,2960,3230,3200,3200,3.49,NA,NA,NA,NA,NA,3.27E+10,3.57E+10,3.53E+10,3.53E+10,4.03,2910,3180,3150,3.73,3100,NA,NA,3.48E+10,NA,NA,202,177,0.666,5.65,10.9,89.5,6.31,75.6,0.291,2.98,19.5,33000,297,,,,,,,,4.36,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,,,,,3.8,3259,77,,7.5,4.5,,11208,,,,91,87,100,75.6,95.3,60,,0.2,,,6,15.1,38.2,0.3,2.3,0,4,,840,844,1100,0.767272727
118,Cuba,2004,CUB,Upper middle income,WB_UMI,9.6,0.01,1100,1.5,73,784,0.32,1600,36,14,110,453,12,NA,NA,NA,NA,NA,3.51E+10,3.83E+10,3.82E+10,3.82E+10,99.6,5.77,3130,3410,3400,3400,5.52,NA,NA,NA,NA,NA,3.45E+10,3.77E+10,3.76E+10,3.76E+10,5.61,3070,3350,3340,5.36,3490,NA,NA,3.92E+10,NA,NA,209,177,0.669,5.47,10.3,89.1,6.14,75.6,0.24,0.604,19.5,,202,,,,,,,,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,,,,,,,,5.8,3360,78,,7,4,,11235,,,14.6,92,88,99,75.6,91.7,62,,0.2,,,5,16.7,39,0.3,1.9,7,7,,784,798,1100,0.725454545
119,Cuba,2005,CUB,Upper middle income,WB_UMI,9.2,NA,1000,NA,74,770,0.3,1500,34,13,103,467,NA,70.2,9.3,3.9,NA,NA,3.91E+10,4.26E+10,4.26E+10,4.26E+10,100,11.2,3470,3790,3790,3790,11,NA,NA,NA,NA,NA,3.85E+10,4.20E+10,4.20E+10,4.20E+10,11.5,3420,3730,3730,11.3,3960,NA,NA,4.46E+10,NA,NA,306,255,0.65,7.43,11.7,92,8.08,75.6,0.171,0.381,19.4,55000,487,,,,,,,,4.5,,,11253665,9.2,1000,,,9.2,1000,770,6.49,730,40,77,74,92,6,1,1,67,6,4,2,0.3,,,,,729,0,93,0,0,,,0,,,,,,,169,1,0.13,0.1,9.9,2.2,0.735,,,,-2.5,11.2,3280,78,,6.8,4.1,,11254,,,,92,89,99,75.6,91.6,63,,0.1,,,5,18,39.8,0.3,1.9,5,4,,770,779,1000,0.779
120,Cuba,2006,CUB,Upper middle income,WB_UMI,9.1,0.21,1000,23,75,765,0.29,1500,32,13,96,432,0,NA,213,4.3,NA,NA,4.38E+10,4.78E+10,5.27E+10,5.27E+10,110,12.1,3880,4240,4680,4680,12,NA,NA,NA,NA,NA,4.32E+10,4.72E+10,5.21E+10,5.21E+10,12.4,3840,4190,4630,12.3,4530,NA,NA,5.10E+10,NA,NA,360,293,0.59,7.08,11.2,92.3,7.67,75.5,-0.00526,10.4,19.3,55000,487,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,10,2.4,0.755,,,,,12.1,3284,78,,6.8,3.8,,11265,,,,93,90,99,75.5,90.3,63,,0.1,,,5,18.5,40.5,0.3,1.9,,,,765,765,1000,0.765
121,Cuba,2007,CUB,Upper middle income,WB_UMI,9,0.23,1000,26,75,762,0.27,1500,31,13,98,432,NA,0.4,6.7,4.3,No,Yes,4.69E+10,5.13E+10,5.86E+10,5.86E+10,114,7.26,4170,4550,5200,5200,7.23,NA,NA,NA,NA,NA,4.61E+10,5.04E+10,5.76E+10,5.76E+10,6.75,4100,4470,5120,6.72,4990,NA,NA,5.62E+10,NA,NA,587,421,0.536,9.88,14.5,94.9,10.4,75.4,-0.0704,3.59,19.2,60000,531,,,,,,,,4.16,9.3,,,,,,,,,,,,,,,92,6,0,1,83,14,0,3,,,,,,,,,,,,,,,,,,,,,,0,0.1,10,2.4,0.77,6.4,,,,7.3,3250,79,,6.8,3.8,,11269,,,,94,90,100,75.4,91.7,64,,0,,,4,19,43,0.2,1.8,8,3,,762,773,1000,0.773
122,Cuba,2008,CUB,Upper middle income,WB_UMI,9.1,0.92,1000,100,80,817,0.27,1400,30,12,106,498,0,0.9,6.7,4.3,No,Yes,4.89E+10,5.34E+10,6.08E+10,6.08E+10,114,4.12,4340,4740,5400,5400,4.13,NA,NA,NA,NA,NA,4.82E+10,5.26E+10,5.99E+10,5.99E+10,4.37,4270,4670,5320,4.38,5460,NA,NA,6.15E+10,NA,NA,584,429,0.5,10.3,13.2,95.4,10.8,75.4,-0.118,-0.344,19.1,,241,,,,,,,,4.29,,,11000000,9.1,1000,0.6,68,8.5,932,817,7.01,771,46,81.7,75,88,8,1,2,80,10,0,2,0.8,,,,,698,71,84,10,12,17,,0,,,,,,,202,10,1.22,0.1,,,,,,,,4.1,3255,79,,7.3,4.4,,11267,,,,94,91,99,75.4,88.7,66,,0,,,5.3,19.1,45.1,0.3,1.6,5,3,6,817,831,1000,0.831
123,Cuba,2009,CUB,Upper middle income,WB_UMI,9.1,0.59,1000,67,69,712,0.26,1400,30,13,91,418,0,NA,NA,NA,"Yes, within the country",Yes,4.96E+10,5.41E+10,6.23E+10,NA,115,1.45,4400,4810,5530,NA,1.49,NA,NA,NA,NA,NA,4.88E+10,5.34E+10,6.13E+10,NA,1.42,4340,4740,5450,1.46,NA,NA,NA,NA,NA,NA,651,478,0.496,11.2,14.9,95.8,11.7,75.3,-0.14,0.958,19,,251,,,,,,,,4.01,,,11253665,9.1,1000,0.6,67,8.5,933,712,5.92,666,46,71.2,74,90,7,2,1,74,15,5,7,0.26,,,,,710,46,99,6,37,80,1561,0,,,,,,,172,3,0.42,0.1,10.1,,0.781,6.4,,,,1.4,3258,79,10.5,6.3,3.7,,11263,,,,94,91,99,75.3,97.6,67,,0,,,5.6,21.7,45.1,0.2,1.6,2,2,1,712,717,1000,0.717
