id,country,year,country_code,wb_income_group,wb_income_group_code,tb_incidence,tbincidence_hiv,num_incid_tb_cases,num_incid_tb_hiv_cases,case_det_rate,new_relapses_tb_cases,rate_deaths_hiv_neg_tb_cases,num_prev_tb_cases,num_deaths_tb_cases_exc_hiv,prev_tb_cases,new_extra_tb_cases,new_pulm_smear_neg_tb_cases,new_pulm_smear_pos_tb_cases,lab_DST_5million_pop,lab_culture_diagnosis_5million_pop,lab_smear_diagnosis_100k_pop,lab_second_DST_available,nat_ref_lab,GDP_constant_2000,GDP_constant_LCU,GDP_current_LCU,GDP_current_US,GDP_deflator,GDP_growth,GDP_per_capita_constant_2000,GDP_per_capita_constant_LCU,GDP_per_capita_current_LCU,GDP_per_capita_current_US,GDP_per_capita_growth,GDP_per_capita_PPP_constant_2005_international,GDP_per_capita_PPP_current_international,GDP_per_person_employed,GDP_PPP_constant_2005_international,GDP_PPP_current_2005_international,GNI_constant_2000_US,GNI_constant_LCU,GNI_current_LCU,GNI_current,GNI_growth,GNI_percapita_constant_2000_US,GNI_percapita_constant_LCU,GNI_percapita_current_LCU,GNI_percapita_growth,GNI_percapita_Atlas_method,GNI_percapita_PPP_constant_2005_international,GNI_percapita_PPP_current_international,GNI_Atlas_method_current,GNI_PPP_constant_2005_international,GNI_PPP_current_international,Health_expenditure_percapita_current,Health_expenditure_percapita_PPP_constant_2005_international,Health_expenditure_private_GDP,Health_expenditure_public_GDP,Health_expenditure_public_government_expenditure,Health_expenditure_total_health_expenditure,Health_expenditure_total,Urban_population,Urban_population_growth,Inflation_GDP_deflator,Population_in_urban_agglomerations,Poblacion_total_prision,tasa_encarcelamiento_100k,p_prision_preventiva,p_mujeres,p_menores_edad,p_extranjeros,n_prisiones,capacidad_sistema_penitenciario,p_nivel_ocupacion_SP,recorded_adult_percapita_consumption_in_litres_of_pure_alcohol,prevalecia_diabetes,prevalencia_consumo_tabaco,poblacion_total,e_inc_tb_inc_hiv_100k, e_inc_tb_inc_hiv_num,e_inc_tbhivpos_100k,e_inc_tbhivpos_num,e_inc_tb_inc_nohiv_100k, e_inc_tb_inc_nohiv_num,tb_notificados_all_form_num,nuevos_notificados_tasa_k,tb_pulm_not,tb_not_antestratado,p_deteccion,p_sp_among_new_pulm,c_new_sp_tsr,p_muertes_nuevos,p_fracaso_nuevos,p_abandono_nuevos,c_ret_tsr,p_muerte_antes_tratados,p_fracaso_antes_tratados,p_abandono_antes_tratados,e_mort_exc_tbhiv_100k,e_tbhiv_prct,hiv_reg_new,hiv_reg,hiv_tbscr,hivtest,hivtest_pos,p_pacientes_conocen_hiv_status,p_positividad,hiv_art_num,p_hiv_art,hiv_ipt_num,hiv_cpt_num,p_hiv_cpt,p_e_new_mdr_pcnt,e_new_mdr_num,p_e_ret_mdr_pcnt,e_ret_mdr_num,e_mdr_new_and_ret,num_Bact_VE_tested_MDR_TB,total_casos_confirmados_mdr,p_mdr_del_total_casos_notificados,vih_prevalence,y_educacion_prom,emision_PP_CO2_ton,IDH,p_menores_5a_bajo_peso,p_emigrantes,p_inmigrantes,t_neta_migracion,crec_anual_PBI_p,disponibilidad_calorias_kcal_dia_habitante,esperanza_vida_nacer_anos,gasto_nacional_salud_proporcion_PBI,incidencia_tuberculosis_por_100000_hab,Incidencia_tuberculosis_baciloscopia_positiva_100000_hab,INB_per_capita_internacionales_PPA_US,Poblacion_Miles,prevalencia_deficit_nutricional_ninos_menores_5anos_p,prevalencia_sobrepeso_poblacion_adulta_p_20_74_anos,Prevalencia_uso_tabaco_adolescentes_p_13_15anos,Proporcion_poblacion_usa_fuentes_mejoradas_agua_potable,proporcion_poblacion_utiliza_instalaciones_mejoradas_saneamiento,p_poblacion_menores_1ano_inmunizada_tuberculosis,proporcion_poblacion_urbana,razon_cruda_escolaridad_primaria,razon_medicos_10000_hab,tasa_alfabetizacion,tasa_crecimiento_anual_poblacion,tasa_incidencia_pobreza_sobre_base_1_25_dia_PPA,tasa_incidencia_pobreza_linea_pobreza_nacional,tasa_incidencia_SIDA_por_100000_hab,tasa_estimada_mortalidad_diabetes_mellitus_100000_hab,tasa_estimada_mortalidad_neoplasias_malignas_pulmon_traquea_bronquios_por_100000hab,tasa_estimada_mortalidad_tuberculosis_por_100000hab,prop_desem_fuerza_trabajo,ret_taf,ret_tad,ret_oth,tot_newrel,total_casos_tb,e_inc_num,captacion
124,Cuba,2010,CUB,Upper middle income,WB_UMI,9.3,0.09,1000,10,79,827,0.26,1500,30,13,98,462,0,NA,NA,NA,"Yes, within the country",Yes,5.06E+10,5.53E+10,6.42E+10,NA,116,2.06,4500,4910,5700,NA,2.11,NA,NA,NA,NA,NA,4.99E+10,5.45E+10,6.33E+10,NA,2.09,4430,4840,5620,2.13,NA,NA,NA,NA,NA,NA,583,414,0.49,9.7,13.9,95.2,10.2,75.2,-0.144,1.03,18.9,,261,,,,,,,,,11,,11253665,9.3,1000,0.01,1,9.29,999,827,6.95,782,45,82.7,69,90,7,1,2,82,4,4,11,0.26,,,,,862,56,103,6,35,62,1366,,,,,,,,174,7,0.85,0.2,10.2,,0.775,,10.9,0.1,-3.4,2.1,,79,,7.3,4.1,,11258,,,17.1,94,91,99,75.2,98.3,68,99.8,0,,,6.8,23.8,45.5,0.4,1.6,0,4,7,827,838,1000,0.838
125,Cuba,2011,CUB,Upper middle income,WB_UMI,9.3,0.82,1000,92,77,805,0.27,1400,30,12,86,437,0,NA,NA,NA,"Yes, within the country",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606,430,0.532,9.46,14,94.7,10,75.2,-0.0676,NA,18.8,57337,510,,,,,,,,,11.36,20.8,11253665,9.3,1000,0.82,92,8.48,908,805,7,748,57,80.5,67,88,,,,,,,,0.27,8.8,1787,1787,1608,780,69,95,9,55,80,1429,21,30,0.96,6.3,9.2,6.7,13,313,10,1.24,0.2,10.2,,0.777,,,,,,,79,,,,,11254,,,,95,92,99,75.2,98.6,70,,0,,,5,,,,1.6,1,6,9,805,821,1000,0.821
126,Cuba,2012,CUB,Upper middle income,WB_UMI,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Dominican Republic,1995,DOM,Upper middle income,WB_UMI,121,26,9600,2100,42,4053,11,14000,900,179,244,2787,296,NA,NA,NA,NA,NA,1.72E+10,1.58E+11,2.11E+11,1.64E+10,134,5.49,2170,19900,26700,2070,3.61,4500,3660,9410,3.56E+10,2.90E+10,1.64E+10,1.50E+11,2.01E+11,1.56E+10,5.49,2070,19000,25400,3.61,1910,4280,3490,1.51E+10,3.39E+10,2.76E+10,108,202,4.37,1.15,10.7,20.9,5.53,57.6,2.63,9.4,21,12663,160,,,,,,,,5.52,,,8000000,121,9600,26,2100,95,7500,4653,55.61,4449,204,48.47,66,64,5,2,13,,,,,11,,,,,,,,,,,,,,,,,,,,,0,0.9,,,,,,,,5.5,,69.6,,51.2,35.2,3490,7916,,,,88,76,76,57.6,,,,1.7,,,6.4,,,,15.8,,,,4053,4053,9600,0.4221875
128,Dominican Republic,1996,DOM,Upper middle income,WB_UMI,117,27,9400,2200,67,6302,11,13000,870,165,569,3733,228,NA,NA,NA,NA,NA,1.84E+10,1.69E+11,2.34E+11,1.81E+10,138,7.13,2290,21000,29000,2250,5.29,4740,3920,9800,3.81E+10,3.16E+10,1.77E+10,1.62E+11,2.24E+11,1.74E+10,7.99,2200,20100,27900,6.13,2130,4550,3760,1.72E+10,3.66E+10,3.03E+10,112,209,4.1,1.24,11,23.2,5.34,58.4,3.16,3.43,21,,158,,,,,,,,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,7.1,,69.9,,78.2,46.3,3760,8055,13.7,,,88,77,79,58.4,,,,1.7,4.7,,5.6,23.4,7.6,5.1,16.7,,,,6302,6302,9400,0.670425532
129,Dominican Republic,1997,DOM,Upper middle income,WB_UMI,112,27,9200,2200,59,5381,10,12000,850,152,300,3162,1209,NA,NA,NA,NA,NA,1.99E+10,1.83E+11,2.74E+11,1.96E+10,150,8,2430,22300,33500,2390,6.21,5030,4240,9860,4.12E+10,3.48E+10,1.91E+10,1.75E+11,2.63E+11,1.88E+10,7.86,2330,21400,32100,6.07,2290,4820,4070,1.88E+10,3.95E+10,3.34E+10,133,240,4.16,1.49,11.8,26.3,5.65,59.3,3.08,8.66,21,,160,,,,,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,8,,70.1,,65.7,38.6,4070,8191,,,,88,77,88,59.2,,,,1.6,5,,5.2,23.4,8.3,5,15.6,,,,5381,5381,9200,0.584891304
130,Dominican Republic,1998,DOM,Upper middle income,WB_UMI,108,27,9000,2200,57,5114,10,12000,830,143,379,2669,0,NA,NA,NA,NA,NA,2.13E+10,1.95E+11,3.11E+11,2.12E+10,159,7.01,2560,23500,37400,2540,5.29,5300,4530,9680,4.41E+10,3.77E+10,2.04E+10,1.87E+11,2.98E+11,2.03E+10,6.7,2450,22400,35800,4.98,2370,5060,4340,1.97E+10,4.21E+10,3.61E+10,143,264,4.04,1.8,13.8,30.8,5.84,60.1,3.01,6,21,13700,165,,,,,,,,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,7,,70.4,,61.4,32.1,4340,8325,,,,87,78,86,60.1,,,,1.6,,25.8,5,24.2,8.4,5.4,14.4,,,,5114,5114,9000,0.568222222
131,Dominican Republic,1999,DOM,Upper middle income,WB_UMI,104,26,8800,2200,66,5767,9.5,12000,810,137,440,3278,0,NA,NA,NA,NA,NA,2.27E+10,2.09E+11,3.44E+11,2.17E+10,165,6.72,2690,24700,40600,2570,5.03,5560,4830,10000,4.70E+10,4.09E+10,2.17E+10,1.99E+11,3.28E+11,2.07E+10,6.45,2560,23500,38800,4.77,2470,5300,4610,2.09E+10,4.49E+10,3.90E+10,150,286,3.93,2,14.1,33.8,5.93,60.9,2.96,3.48,21.1,,163,,,,,,,,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,6.7,,70.7,,68.2,38.8,4610,8458,,,,87,78,99,60.9,72.6,,,1.6,,,5.8,21.6,9.7,4.6,13.8,522,0,522,5767,6811,8800,0.773977273
132,Dominican Republic,2000,DOM,Upper middle income,WB_UMI,100,25,8600,2100,62,5291,9.2,11000,790,133,540,2907,NA,NA,NA,NA,NA,NA,2.40E+10,2.20E+11,3.88E+11,2.40E+10,176,5.66,2790,25600,45200,2790,4.01,5790,5130,10400,4.97E+10,4.41E+10,2.30E+10,2.10E+11,3.71E+11,2.30E+10,5.92,2670,24500,43200,4.27,2620,5530,4910,2.25E+10,4.75E+10,4.22E+10,175,326,4.16,2.19,15.9,34.5,6.35,61.7,2.92,6.91,21.1,,164,,,,,,,,6.53,5.3,,9000000,100,8600,25,2100,75,6500,5291,52.01,4681,610,61.52,70,71,5,2,19,55,3,4,27,9.2,,,,,,,,,,,,,,,,,,,,,0,1,6.1,2.3,0.641,,,,-3.4,5.7,2322,71,,61.6,33.8,4910,8592,,,,87,78,90,61.7,77.9,,,1.6,5.2,28.2,5.1,22.1,9.2,4,14.2,,,,5291,5291,8600,0.615232558
133,Dominican Republic,2001,DOM,Upper middle income,WB_UMI,96,24,8400,2100,57,4766,8.9,11000,770,128,479,2622,NA,NA,NA,NA,NA,NA,2.44E+10,2.24E+11,4.16E+11,2.49E+10,185,1.81,2800,25700,47600,2850,0.242,5800,5260,10700,5.06E+10,4.59E+10,2.33E+10,2.14E+11,3.97E+11,2.38E+10,1.7,2680,24500,45500,0.13,2640,5540,5030,2.30E+10,4.83E+10,4.39E+10,174,326,4.27,1.93,11.9,31.1,6.2,62.5,2.82,5.11,21.1,15340,177,,,,,,,,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,1.8,2357,71.2,,54.6,30,5030,8726,,,,87,79,98,62.5,,,,1.5,3.7,27.8,3.7,25,10.4,3.9,15.7,7,38,45,4766,4856,8400,0.578095238
134,Dominican Republic,2002,DOM,Upper middle income,WB_UMI,92,23,8200,2000,49,4040,8.6,11000,760,124,460,2179,552,NA,NA,NA,NA,NA,2.58E+10,2.37E+11,4.64E+11,2.66E+10,195,5.79,2920,26800,52300,3000,4.18,6040,5570,10900,5.35E+10,4.94E+10,2.47E+10,2.27E+11,4.44E+11,2.54E+10,5.9,2790,25600,50100,4.3,2800,5770,5330,2.48E+10,5.12E+10,4.72E+10,177,351,4.29,2.01,12.2,31.9,6.3,63.3,2.78,5.47,21.2,,167,,,,,,,,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,5.8,2372,71.5,,45.6,24.6,5330,8861,11.8,,,87,80,96,63.3,90.5,,87,1.5,5.7,29.1,6.1,25.9,10.9,4,16.1,,,241,4040,4281,8200,0.522073171
135,Dominican Republic,2003,DOM,Upper middle income,WB_UMI,89,21,8000,1900,59,4696,8.4,11000,750,121,551,2806,285,NA,NA,NA,NA,NA,2.58E+10,2.37E+11,6.18E+11,2.13E+10,261,-0.253,2870,26300,68700,2360,-1.75,5940,5590,11000,5.34E+10,5.03E+10,2.41E+10,2.21E+11,5.78E+11,1.99E+10,-2.42,2680,24600,64200,-3.88,2580,5550,5220,2.32E+10,4.99E+10,4.70E+10,144,362,3.98,2.5,17,38.6,6.48,64.1,2.74,33.6,21.2,16879,193,,,,,,,,6.3,10,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,-0.3,2279,71.7,,52.2,31.2,5220,8995,,,,87,81,95,64.1,87.7,,,1.5,6.6,36,3.7,25.8,9.3,4.6,16.7,31,236,,4696,4963,8000,0.620375
136,Dominican Republic,2004,DOM,Upper middle income,WB_UMI,85,20,7800,1800,58,4549,8.1,11000,740,116,581,2720,215,NA,NA,NA,NA,NA,2.61E+10,2.40E+11,9.09E+11,2.20E+10,379,1.31,2860,26300,99600,2410,-0.181,5930,5740,10700,5.41E+10,5.24E+10,2.39E+10,2.20E+11,8.34E+11,2.02E+10,-0.739,2620,24000,91300,-2.2,2470,5430,5260,2.25E+10,4.96E+10,4.80E+10,121,293,3.1,2.01,10.9,39.3,5.11,64.9,2.71,45.2,21.3,13625,150,,,,,,,,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9,,,,,,,,1.3,2308,71.9,,49.8,29.8,5260,9130,,,14.9,87,81,97,64.9,86.4,,,1.5,8.1,43.4,4,29.5,8.7,4.5,18.4,43,228,0,4549,4820,7800,0.617948718
137,Dominican Republic,2005,DOM,Upper middle income,WB_UMI,82,7.1,7600,650,66,5003,7.9,12000,730,128,602,2949,209,0.5,2.7,1.8,NA,NA,2.85E+10,2.62E+11,1.02E+12,3.40E+10,389,9.26,3080,28300,110000,3670,7.68,6380,6380,11400,5.91E+10,5.91E+10,2.70E+10,2.47E+11,9.63E+11,3.21E+10,12.6,2910,26700,104000,11,2900,6020,6020,2.68E+10,5.58E+10,5.58E+10,190,336,3,2.27,12,43.1,5.27,65.7,2.67,2.69,21.3,13836,157,,,,,,,,5.76,,,9000000,82,7600,7.1,650,74.9,6950,5003,50.92,4583,420,65.83,74,85,4,2,7,61,7,8,19,7.9,,,,,78,3,1,4,0,,953,0,,,,,,,,,0,0.9,6.7,2.1,0.669,,,,-3.3,9.3,2371,72.1,,54,31.8,6020,9264,,,,87,81,100,65.7,,,,1.4,6.1,40.1,5.2,,,,18,40,269,,5003,5312,7600,0.698947368
138,Dominican Republic,2006,DOM,Upper middle income,WB_UMI,79,17,7400,1600,62,4561,7.6,10000,710,109,631,2658,200,0.5,2.7,1.7,NA,Yes,3.16E+10,2.90E+11,1.19E+12,3.60E+10,410,10.7,3360,30900,127000,3830,9.09,6960,7190,12000,6.54E+10,6.75E+10,3.00E+10,2.75E+11,1.13E+12,3.41E+10,11.2,3190,29200,120000,9.6,3460,6600,6810,3.26E+10,6.20E+10,6.40E+10,199,375,2.77,2.45,12.4,47,5.21,66.4,2.46,5.4,21.4,12725,143,,,,,,,,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9,6.8,2.2,0.676,,,,,10.7,2418,72.3,,48.5,28.3,6810,9398,,,,86,82,95,66.4,83.9,,,1.4,4.2,36.3,3.6,,,,16.4,19,239,0,4561,4819,7400,0.651216216
139,Dominican Republic,2007,DOM,Upper middle income,WB_UMI,76,16,7200,1500,57,4150,7.3,10000,700,105,593,2373,148,0.5,3.1,1.9,No,Yes,3.43E+10,3.15E+11,1.36E+12,4.13E+10,434,8.47,3590,33000,143000,4330,6.95,7440,7910,12700,7.10E+10,7.54E+10,3.26E+10,2.99E+11,1.30E+12,3.92E+10,8.61,3420,31300,136000,7.09,4150,7070,7510,3.96E+10,6.74E+10,7.16E+10,214,393,2.65,2.32,11.6,46.7,4.97,67,2.43,5.7,21.5,16457,165,,,,,,,,6.11,8.7,,,,,,,,,,,,,,,85,4,2,7,38,4,5,16,,,,,,,,,,,,,,,,,,,,,,0,0.8,6.9,2.2,0.683,,,,,8.5,2485,72.5,,43.5,24.9,7510,9532,10.7,,,86,82,92,67.1,91.3,,88.2,1.4,3.8,35.8,4,,,,15.6,13,198,0,4150,4361,7200,0.605694444
140,Dominican Republic,2008,DOM,Upper middle income,WB_UMI,73,15,7000,1400,61,4280,7,9700,680,101,580,2458,150,0.5,3.1,1.9,"Yes, using laboratories in another country",Yes,3.61E+10,3.31E+11,1.58E+12,4.58E+10,476,5.26,3730,34300,163000,4740,3.81,7730,8390,13000,7.47E+10,8.11E+10,3.47E+10,3.18E+11,1.51E+12,4.40E+10,6.53,3590,32900,157000,5.07,4470,7430,8060,4.32E+10,7.18E+10,7.79E+10,247,442,2.59,2.69,12,50.9,5.27,67.7,2.39,9.77,21.5,,174,,,,,,,,6.1,,,10000000,73,7000,14,1300,59,5700,4280,39.71,3971,309,61.14,72,75,3,1,8,,,,,9.5,,,,,2011,399,45,20,0,,443,0,,,,,,,,12,0.28,0.8,,,,,,,,5.3,2451,72.8,,44.3,25.4,8060,9665,,,,86,83,92,67.7,,13,,1.4,3.3,37.8,3,,,,14.2,12,176,0,4280,4468,7000,0.638285714
141,Dominican Republic,2009,DOM,Upper middle income,WB_UMI,70,11,6900,1100,62,4256,6.7,9800,660,100,615,2441,123,0.5,3.6,2,No,Yes,3.73E+10,3.43E+11,1.68E+12,4.68E+10,490,3.45,3810,35000,171000,4780,2.06,7890,8680,13200,7.73E+10,8.50E+10,3.59E+10,3.29E+11,1.62E+12,4.50E+10,3.53,3670,33600,165000,2.13,4690,7590,8350,4.59E+10,7.43E+10,8.18E+10,258,471,2.85,2.6,13.3,47.7,5.44,68.4,2.35,2.95,21.6,,176,,,,,,,,,,,10056181,70,6900,11,1100,59,5800,4256,39.68,3990,266,61.68,75,85,4,2,7,53,13,5,29,6.7,,,,,2516,403,57,16,0,,822,0,,,,,,,,,0,0.8,7.1,,0.691,,,,,3.5,2491,73,,43.4,24.9,8330,9797,,,,86,82,96,68.4,93.1,,,1.3,3,34.6,3,,,,14.9,21,165,0,4256,4442,6900,0.643768116
142,Dominican Republic,2010,DOM,Upper middle income,WB_UMI,67,15,6700,1500,59,3964,6.4,9000,640,91,578,2159,142,0.5,4,2.3,"Yes, using laboratories within and outside the country",Yes,4.02E+10,3.69E+11,1.90E+12,5.16E+10,515,7.75,4050,37200,192000,5200,6.34,8390,9290,13900,8.33E+10,9.22E+10,3.89E+10,3.57E+11,1.84E+12,4.99E+10,8.4,3920,36000,185000,6.97,5030,8120,8990,4.99E+10,8.06E+10,8.92E+10,281,509,2.71,2.75,14.2,50.4,5.46,69.1,2.31,5.14,21.7,,178,,,,,,,,,10.4,,10056181,67,6700,15,1500,52,5200,3964,36.2,3640,324,59.16,73,80,5,1,7,64,9,5,18,6.4,,,,,2489,547,60,22,22,4,5041,44,8,,,,,,32,108,2.72,0.7,7.2,,0.697,7.1,10.1,4.2,-2.9,7.8,,73.3,,39.9,21.7,8990,9927,,,,86,82,98,69.1,92.1,14,89.5,1.3,2.2,34.4,1.1,26.5,10.2,3.1,14.3,41,155,0,3964,4160,6700,0.620895522
143,Dominican Republic,2011,DOM,Upper middle income,WB_UMI,65,16,6500,1700,66,4309,6.1,8400,620,83,655,2454,148,0.5,5.5,2.3,"Yes, within the country",Yes,4.20E+10,3.86E+11,2.12E+12,5.56E+10,550,4.48,4180,38400,211000,5530,3.14,8650,9800,14300,8.70E+10,9.85E+10,4.05E+10,3.71E+11,2.04E+12,5.35E+10,3.92,4020,36900,203000,2.59,5240,8330,9420,5.26E+10,8.37E+10,9.47E+10,296,529,2.72,2.65,14.2,49.3,5.36,69.6,2.11,6.65,21.8,20969,210,64.7,2.8,2.3,7.4,47,11455,183.8,,7.38,15,10056181,65,6500,16,1700,49,4800,4309,39,3967,342,66.29,75,83,,,,,,,,6.1,26,,,,2540,648,57,26,430,66,,265,41,6.6,220,20,99,319,12,117,2.72,0.7,7.2,,0.7,,,,,4.5,,73.5,2.8,,,9490,10056,,,,86,82,100,69.7,,15,,1.3,,,3,,,,16,0,163,0,4309,4472,6500,0.688
144,Dominican Republic,2012,DOM,Upper middle income,WB_UMI,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Ecuador,1995,ECU,Lower middle income,WB_LMI,136,7.7,16000,880,51,7893,18,26000,2000,228,420,5890,NA,NA,NA,NA,NA,NA,1.52E+10,1.52E+10,2.02E+10,2.02E+10,133,1.75,1340,1340,1770,1770,-0.131,5570,4530,11700,6.34E+10,5.16E+10,1.45E+10,1.45E+10,1.93E+10,1.93E+10,2.36,1280,1280,1690,0.464,1600,5330,4320,1.82E+10,6.07E+10,4.92E+10,72.9,186,1.83,2.28,9.62,55.4,4.11,57.8,2.8,6.86,26.6,,62,,,,,,,,2.3,,,11000000,136,16000,7.7,880,128.3,15120,8547,77.7,8547,,53.42,72,39,2,8,14,,,,,18,,,,,,,,,,,,,,,,,,,,,0,0.3,,,,,,,,1.8,,71,,69.3,51.7,4320,11385,,,,79,76,99,57.8,89.5,13,,1.8,10,39.3,1.6,,,,6.9,,,,7893,7893,16000,0.4933125
146,Ecuador,1996,ECU,Lower middle income,WB_LMI,130,7.8,15000,910,56,8397,17,25000,1900,215,459,6426,NA,NA,NA,NA,NA,NA,1.56E+10,1.56E+10,2.13E+10,2.13E+10,137,2.4,1340,1340,1840,1840,0.637,5600,4640,12100,6.49E+10,5.37E+10,1.48E+10,1.48E+10,2.02E+10,2.03E+10,2.14,1280,1280,1750,0.376,1730,5350,4420,2.01E+10,6.19E+10,5.12E+10,80.8,204,1.82,2.58,11.1,58.6,4.4,58.3,2.61,2.84,26.8,,65,,,,,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.3,,,,,,,,2.4,,72,,72.5,55.5,4420,11584,,,,80,78,99,58.3,89.7,11,,1.7,,,1.7,,,,10.4,,,,8397,8397,15000,0.5598
147,Ecuador,1997,ECU,Lower middle income,WB_LMI,124,8,15000,940,65,9435,16,24000,1900,204,412,7214,333,NA,NA,NA,NA,NA,1.62E+10,1.62E+10,2.36E+10,2.36E+10,146,4.05,1380,1380,2010,2010,2.37,5740,4840,12000,6.75E+10,5.70E+10,1.55E+10,1.55E+10,2.26E+10,2.26E+10,4.57,1320,1320,1920,2.88,1840,5500,4630,2.17E+10,6.48E+10,5.45E+10,88.5,213,2.06,2.35,10.4,53.3,4.41,58.8,2.49,6.81,27,,67,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.3,,,,,,,,4.1,,72,,80.1,61.3,4630,11774,,,,82,79,99,58.8,93.7,13,,1.6,,,2.2,20.8,4.8,8.7,9.2,1,0,1,9435,9437,15000,0.629133333
148,Ecuador,1998,ECU,Lower middle income,WB_LMI,118,8.1,14000,970,51,7164,15,23000,1800,194,405,4900,414,NA,NA,NA,NA,NA,1.65E+10,1.65E+10,2.33E+10,2.33E+10,141,2.11,1380,1380,1940,1950,0.528,5770,4930,12200,6.90E+10,5.90E+10,1.57E+10,1.57E+10,2.21E+10,2.21E+10,1.51,1320,1320,1850,-0.0627,1820,5500,4690,2.17E+10,6.58E+10,5.60E+10,83.4,212,2.62,1.67,9.29,39,4.29,59.3,2.42,-3.65,27.3,9439,79,,,,,,,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4,,,,,,,,2.1,,73,,59.9,41,4690,11960,,,,83,81,98,59.3,,,,1.6,14.5,44.7,2.8,19.4,4.8,10.8,10,22,107,129,7164,7422,14000,0.530142857
149,Ecuador,1999,ECU,Lower middle income,WB_LMI,112,8.2,14000,1000,42,5756,14,23000,1700,186,317,4300,0,NA,NA,NA,NA,NA,1.55E+10,1.55E+10,1.67E+10,1.67E+10,108,-6.3,1280,1280,1370,1370,-7.75,5320,4620,11700,6.46E+10,5.61E+10,1.43E+10,1.43E+10,1.54E+10,1.54E+10,-8.87,1180,1180,1260,-10.3,1490,4930,4260,1.81E+10,5.99E+10,5.17E+10,64.9,218,2.87,1.86,9.82,39.4,4.73,59.8,2.42,-23.5,27.6,,73,,,,,,,,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4,,,,,,,,-6.3,,73,,47.4,35.4,4260,12148,,,,84,82,99,59.8,97.6,13,,1.6,23.9,52.2,5,22.5,4.5,9.2,14,60,,60,5756,5876,14000,0.419714286
150,Ecuador,2000,ECU,Lower middle income,WB_LMI,107,8.3,13000,1000,53,6908,13,22000,1600,179,400,5064,0,NA,NA,NA,NA,NA,1.59E+10,1.59E+10,1.59E+10,1.59E+10,100,2.8,1290,1290,1290,1290,1.16,5380,4770,11800,6.64E+10,5.89E+10,1.45E+10,1.45E+10,1.45E+10,1.45E+10,1.26,1180,1180,1180,-0.35,1330,4920,4350,1.65E+10,6.07E+10,5.37E+10,53.6,198,2.85,1.3,6.4,31.2,4.15,60.3,2.45,-7.04,27.8,,75,,,,,,,,3.97,3,,12000000,107,13000,8.3,1000,98.7,12000,6908,56.68,6802,106,53.14,79,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,0,0.4,7,1.7,0.656,,,,-4.2,2.8,2221,74,,56,41,4350,12345,,,,86,83,99,60.3,98.8,15,,1.7,20.7,,5.4,23.9,4.3,9.1,9,140,,140,6908,7188,13000,0.552923077
